pH,Hardness,Solids,Chlorine,Sulfate,Lead,Mercury,Coliform,Quality
7.82,89.0,177.4,0.823,282.7,0.0118,0.00066,23,Trung bình
8.09,193.2,420.8,1.502,74.5,0.00358,0.0034,102,Trung bình
9.65,115.4,147.2,3.606,205.3,0.06198,0.00101,65,Nguy hiểm
7.47,339.8,116.3,1.999,172.1,0.00225,0.00223,24,Trung bình
5.1,81.7,334.3,1.821,151.2,0.03341,0.00884,353,Kém
5.22,108.8,192.6,0.845,313.5,0.03624,0.00543,8,Kém
7.53,203.6,757.7,0.061,132.9,0.00712,0.00079,58,Trung bình
7.37,174.3,329.4,1.497,214.6,0.00611,4e-05,11,Tốt
7.69,144.0,212.2,0.642,73.9,0.00562,0.00045,22,Tốt
3.97,167.1,321.0,0.832,400.2,0.00244,0.00123,4,Nguy hiểm
7.24,90.6,162.7,1.829,105.1,0.0047,0.00073,12,Tốt
7.66,109.2,226.7,1.768,1269.2,0.03136,0.00129,8,Nguy hiểm
7.07,129.7,198.8,0.396,93.8,0.00713,0.00046,8,Tốt
6.77,197.0,391.9,1.668,1127.8,0.01363,0.00027,17,Nguy hiểm
6.82,585.0,102.3,4.693,1194.1,0.00097,4e-05,19,Nguy hiểm
4.44,557.3,2112.8,6.149,126.9,0.0041,0.00142,16,Nguy hiểm
8.81,144.0,453.7,1.24,123.8,0.077,0.00017,19,Nguy hiểm
4.31,944.7,482.1,0.403,95.0,0.00264,0.04999,1849,Nguy hiểm
7.83,151.2,196.4,0.302,47.5,0.00742,0.00132,24,Tốt
5.11,148.2,154.1,1.978,165.4,0.03454,0.00672,853,Kém
7.2,97.1,335.1,0.605,62.7,0.00732,0.00084,22,Tốt
5.35,640.6,1891.3,0.511,41.8,0.00376,0.00048,835,Kém
7.97,86.6,991.0,0.773,127.2,0.00374,0.00376,19,Trung bình
7.41,414.0,312.0,0.608,313.6,0.01384,0.00118,1,Trung bình
7.79,216.2,319.7,0.495,164.3,0.00043,0.00135,4,Tốt
6.93,118.8,317.4,0.65,52.6,0.00743,0.00056,25,Tốt
6.94,513.8,1634.4,0.344,102.9,0.03183,0.0007,24,Kém
8.83,192.4,909.4,1.435,266.4,0.00407,0.00147,10,Trung bình
8.74,186.1,488.4,4.275,579.5,0.00193,0.00795,797,Kém
7.63,215.6,426.3,0.502,146.4,0.00155,0.00073,11,Tốt
7.54,167.5,413.9,1.524,47.2,0.00293,6e-05,0,Tốt
7.72,542.4,461.9,9.309,52.3,0.00629,0.01566,498,Nguy hiểm
7.69,596.8,499.0,0.876,773.7,0.19575,0.00084,102,Nguy hiểm
7.86,705.4,380.8,0.776,640.0,0.04361,0.00078,781,Kém
7.67,663.7,242.7,1.279,208.0,0.02774,0.00094,739,Kém
5.22,155.9,1949.4,1.811,104.5,0.04497,0.00023,3,Kém
7.86,170.1,950.5,0.398,203.4,0.0051,0.00338,24,Trung bình
7.78,208.3,148.0,1.781,100.7,0.00413,0.00121,8,Tốt
8.14,102.5,1749.4,0.531,620.8,0.00165,0.00847,20,Kém
7.54,204.9,91.6,0.673,184.3,0.00176,8e-05,4,Tốt
7.98,219.6,939.4,4.876,769.5,0.03154,0.00757,8,Kém
10.22,87.4,97.1,0.58,104.9,0.09305,0.00108,20,Nguy hiểm
7.17,184.1,871.3,1.876,381.0,0.00283,0.00028,165,Trung bình
10.14,89.5,1910.1,0.585,126.1,0.00797,0.00034,601,Kém
7.45,178.6,846.2,0.929,353.2,0.013,0.00098,13,Trung bình
7.09,113.4,294.7,0.351,101.2,0.00387,0.00106,15,Tốt
7.93,172.8,333.9,1.328,48.6,0.00386,0.00103,14,Tốt
6.92,88.2,352.7,0.083,98.1,0.00125,0.00287,21,Trung bình
5.23,115.8,2809.5,1.815,53.2,0.01399,0.00136,3755,Nguy hiểm
9.72,582.1,290.8,4.815,67.7,0.00348,0.00044,578,Kém
7.06,594.4,185.3,1.918,683.1,0.00078,0.00887,651,Kém
6.37,216.0,797.4,1.473,209.3,0.00421,0.00017,141,Trung bình
7.25,188.1,431.7,1.324,197.1,0.00422,0.00062,8,Tốt
7.6,125.0,405.1,0.665,82.7,0.00086,0.00124,0,Tốt
7.99,413.0,248.2,1.97,358.2,0.01324,0.00136,4,Trung bình
8.2,129.9,338.6,1.941,410.4,0.01233,0.00105,105,Trung bình
5.25,154.7,1611.0,4.329,116.8,0.03237,0.00032,23,Kém
7.01,89.0,1950.2,4.666,153.8,0.04135,0.00469,1,Kém
7.52,110.3,146.4,1.865,86.9,0.01057,0.00084,59,Trung bình
7.03,178.0,212.3,9.596,136.5,0.01125,0.00065,23,Nguy hiểm
6.96,172.1,287.0,0.967,825.8,0.01621,0.00758,24,Kém
5.12,567.1,1971.2,1.108,642.5,0.00442,5e-05,16,Kém
10.06,85.2,177.3,1.681,343.9,0.00719,0.0057,311,Kém
5.27,98.6,477.8,1.208,777.2,0.03194,0.00114,549,Kém
8.09,823.3,110.7,0.738,83.9,0.0122,0.04798,2101,Nguy hiểm
8.12,316.9,487.8,0.559,70.4,0.00587,0.00233,17,Trung bình
9.65,533.1,117.1,1.414,218.9,0.01645,0.00042,20,Kém
7.39,129.3,191.5,0.84,1211.3,0.15589,0.00021,14,Nguy hiểm
6.86,350.8,288.0,1.489,398.4,0.00705,0.00022,96,Trung bình
11.41,217.9,721.6,4.164,411.1,0.00545,0.00012,23,Nguy hiểm
11.5,308.5,110.3,9.953,97.2,0.00221,0.00122,4,Nguy hiểm
6.34,357.8,489.2,1.259,108.9,0.00309,0.00141,17,Trung bình
6.75,180.7,92.9,4.296,619.0,0.01927,8e-05,832,Kém
7.07,185.9,972.2,1.504,112.7,0.01201,0.00309,22,Trung bình
6.79,166.4,465.2,1.474,161.1,0.00687,0.00062,11,Tốt
7.44,110.2,344.9,0.732,80.4,0.00374,0.00067,1,Tốt
8.95,403.0,163.1,1.554,82.6,0.19854,0.00044,314,Nguy hiểm
8.19,94.5,459.5,1.883,212.9,0.00561,0.00114,12,Tốt
7.77,201.3,499.8,1.675,116.4,0.00498,0.00125,18,Tốt
7.59,80.6,479.4,1.923,100.4,0.00381,0.00121,22,Tốt
7.46,346.3,1865.6,1.55,710.4,0.00695,0.0082,7,Kém
7.03,570.6,225.7,0.482,621.4,0.00065,0.00806,15,Kém
11.04,127.2,94.6,1.955,59.2,0.00422,0.00259,3,Nguy hiểm
9.7,690.0,169.9,0.307,572.3,0.00437,0.00141,123,Kém
8.17,329.3,424.4,3.373,210.7,0.00064,0.0009,7,Trung bình
7.94,308.5,215.0,8.085,123.7,0.04417,0.00056,2,Nguy hiểm
7.35,197.5,121.2,1.693,155.0,0.00487,0.00043,2,Tốt
10.86,892.0,204.8,1.866,65.4,0.00705,0.00117,13,Nguy hiểm
8.12,155.9,148.1,0.973,214.7,0.00356,0.00063,10,Tốt
6.92,147.0,766.2,1.15,370.2,0.00044,0.00125,5,Trung bình
7.38,132.1,195.6,1.832,151.6,0.0056,1e-05,19,Tốt
7.17,185.2,153.0,0.874,85.3,0.00551,0.00379,103,Trung bình
6.93,136.4,185.4,1.807,296.7,0.00226,0.00064,1857,Nguy hiểm
7.47,165.3,89.4,1.171,130.4,0.00166,0.00048,13,Tốt
5.23,124.1,330.5,0.51,80.3,0.03377,0.00573,696,Kém
9.75,697.4,1970.0,3.51,121.8,0.00332,0.00077,24,Kém
6.83,155.7,185.2,0.699,1129.0,0.00154,0.02568,7,Nguy hiểm
6.78,201.8,497.8,1.635,201.8,0.01121,0.0029,117,Trung bình
7.6,593.3,1996.8,0.69,213.4,0.00689,0.00856,409,Kém
7.61,163.2,2149.7,4.885,201.4,0.01328,0.00025,566,Kém
7.13,137.3,346.6,1.454,141.2,0.00654,0.00135,16,Tốt
8.12,423.2,195.3,0.557,125.4,0.00382,0.00253,72,Trung bình
7.3,167.7,465.4,9.34,166.3,0.00296,0.00013,2800,Nguy hiểm
7.24,191.5,309.0,3.509,99.9,0.00504,0.03235,7,Nguy hiểm
7.73,208.2,89.5,3.238,164.3,0.17123,0.00148,14,Nguy hiểm
7.62,116.5,118.4,1.262,149.4,0.00519,0.00025,24,Tốt
7.63,557.2,189.0,0.744,138.0,0.03905,0.00523,21,Kém
7.19,81.5,1799.3,4.49,392.6,0.02328,0.00879,19,Kém
6.73,145.1,409.7,3.218,137.4,0.0021,0.00357,19,Trung bình
8.07,401.5,235.9,0.965,60.5,0.00262,0.00356,18,Trung bình
7.11,421.6,1089.7,1.975,102.5,0.01162,0.00086,21,Trung bình
7.98,163.6,230.3,0.552,213.3,0.0051,0.00072,21,Tốt
6.98,144.9,227.7,9.045,753.3,0.00789,0.00569,5,Nguy hiểm
7.8,328.6,1061.9,1.229,152.5,0.01187,6e-05,9,Trung bình
10.01,82.6,268.8,1.966,64.5,0.01065,0.04798,4995,Nguy hiểm
6.84,109.0,795.1,0.08,100.7,0.00195,0.00318,22,Trung bình
6.76,183.2,489.1,1.727,147.2,0.00367,0.00087,16,Tốt
6.86,314.1,951.2,0.829,191.5,0.0043,0.00231,8,Trung bình
7.03,98.2,220.6,1.25,95.8,0.00372,0.00283,135,Trung bình
6.97,83.1,267.2,1.894,85.7,0.00601,0.00057,3,Tốt
9.94,91.8,392.3,0.795,823.2,0.00798,0.00781,309,Kém
7.59,351.7,326.3,3.388,405.2,0.00407,0.00124,16,Trung bình
9.77,151.4,1791.0,0.416,771.2,0.00097,0.00054,734,Kém
9.65,214.4,1800.6,1.36,691.2,0.00665,0.00695,144,Kém
7.66,428.5,499.3,1.478,156.4,0.00744,0.0027,13,Trung bình
7.39,872.9,96.0,0.337,178.0,0.00791,0.00021,1546,Nguy hiểm
7.33,638.4,229.9,1.561,59.9,0.02938,0.00027,655,Kém
7.9,336.2,293.9,0.062,185.2,0.0025,0.00095,153,Trung bình
8.99,192.2,412.8,1.463,277.7,0.01145,0.0011,24,Trung bình
6.0,170.8,495.5,3.202,331.8,0.00377,0.00025,8,Trung bình
6.16,519.7,1869.1,0.612,152.1,0.01829,0.00607,19,Kém
7.6,139.9,169.4,0.811,210.8,0.00283,8e-05,18,Tốt
7.94,185.8,488.6,0.49,114.4,0.00189,0.00128,4,Tốt
6.32,125.3,914.1,8.693,112.0,0.00745,0.0013,2,Nguy hiểm
7.92,158.8,318.5,4.897,68.9,2e-05,0.00144,4848,Nguy hiểm
5.13,86.1,1682.4,0.377,295.0,0.02568,0.00679,17,Kém
7.97,529.0,2127.8,1.918,519.8,0.00363,0.0066,115,Kém
7.9,139.2,141.1,1.23,47.5,0.0017,0.00135,19,Tốt
5.22,154.8,1676.6,1.049,419.8,0.00139,0.00817,214,Kém
9.8,85.6,2142.7,1.543,262.8,0.02928,0.00116,839,Kém
6.81,104.3,400.7,1.365,72.3,0.00273,0.00056,12,Tốt
7.03,130.4,349.3,1.823,185.7,0.00186,0.00033,17,Tốt
7.22,138.0,130.9,1.861,120.1,0.00206,0.00039,4,Tốt
7.83,330.4,161.5,0.776,1352.5,0.00115,0.00034,14,Nguy hiểm
5.22,135.9,483.7,4.911,106.1,0.02918,0.00066,595,Kém
6.71,405.5,254.6,1.271,156.3,0.00085,0.0023,155,Trung bình
7.86,186.4,415.0,0.402,136.4,0.00546,0.00115,10,Tốt
10.07,670.2,341.3,0.925,569.2,0.00291,0.0014,661,Kém
6.16,214.8,1710.0,0.486,72.2,0.00467,0.00639,464,Kém
6.82,129.7,243.4,1.247,140.8,0.00366,0.00134,24,Tốt
7.54,708.2,210.9,0.969,195.6,0.10785,0.0015,101,Nguy hiểm
8.19,176.5,201.5,4.795,1057.4,0.00145,0.00023,25,Nguy hiểm
9.78,174.4,311.5,1.94,75.7,0.14479,0.00146,7,Nguy hiểm
4.02,841.5,195.4,1.287,158.3,0.00121,0.0048,146,Nguy hiểm
6.82,667.7,1954.7,1.387,840.0,0.00425,0.00064,519,Kém
7.57,103.6,260.7,1.643,172.9,0.00517,0.0009,11,Tốt
4.44,124.6,384.0,1.596,65.2,0.00661,0.01575,11,Nguy hiểm
7.87,97.7,355.0,0.532,190.5,0.00471,0.00067,23,Tốt
8.76,111.4,187.8,0.055,216.2,0.00157,0.00036,18,Trung bình
7.85,694.0,1915.8,1.522,167.3,0.00233,0.00025,828,Kém
6.98,110.1,426.4,1.11,112.8,0.00271,0.00104,17,Tốt
8.8,193.1,156.0,8.913,1227.5,0.00186,0.00117,7,Nguy hiểm
7.16,324.2,369.0,3.805,195.9,0.0069,0.00347,12,Trung bình
7.2,601.5,155.6,1.079,567.0,0.00439,0.00679,14,Kém
7.46,386.9,796.9,0.404,107.9,0.00085,0.00331,16,Trung bình
7.02,194.5,294.1,0.877,103.3,0.00462,0.0012,16,Tốt
7.76,375.1,869.5,1.723,417.6,0.00175,0.00044,24,Trung bình
7.81,612.9,2076.7,1.803,110.6,0.00697,0.00663,16,Kém
11.4,122.9,258.3,0.36,1375.6,0.00254,0.00046,22,Nguy hiểm
6.75,343.9,303.3,0.68,271.4,0.00797,0.00096,13,Trung bình
3.63,624.1,2707.7,0.411,120.7,0.00352,0.00255,24,Nguy hiểm
8.93,92.9,320.0,0.052,399.3,0.00638,0.00087,24,Trung bình
8.0,147.4,135.9,1.796,58.0,0.00536,0.00141,24,Tốt
8.13,590.4,1696.3,1.107,107.4,0.01791,0.00087,98,Kém
6.91,183.2,220.0,6.355,316.4,0.0719,4e-05,466,Nguy hiểm
8.95,177.0,249.6,0.561,176.1,0.00109,0.00127,111,Trung bình
10.08,197.3,167.1,3.226,842.9,0.03216,0.00643,4,Kém
5.12,539.8,2041.0,0.864,676.0,0.00181,0.00014,22,Kém
7.15,196.2,256.7,1.804,121.7,0.00563,0.00118,2,Tốt
9.69,104.7,85.4,4.806,542.6,0.01197,0.00587,9,Kém
8.18,99.3,370.4,4.793,111.4,0.02852,0.02516,7,Nguy hiểm
7.15,162.4,261.8,0.328,47.5,0.00209,8e-05,6,Tốt
7.12,394.4,329.4,0.544,374.0,0.0141,0.0001,22,Trung bình
6.27,180.8,860.6,0.395,45.3,0.00424,0.00023,23,Trung bình
11.58,602.1,404.4,8.29,175.9,0.00497,0.0055,16,Nguy hiểm
7.23,113.8,201.6,1.657,40.7,0.00642,0.00135,22,Tốt
6.87,162.1,286.2,0.559,197.7,0.00654,0.00146,12,Tốt
10.18,642.6,1845.8,4.501,135.7,0.00185,0.00138,17,Kém
7.33,116.3,160.0,1.519,58.2,0.0038,0.0008,24,Tốt
6.44,313.0,103.9,0.735,50.5,0.00045,0.00013,21,Trung bình
10.13,353.6,481.7,1.856,561.1,0.00718,0.00603,559,Kém
3.56,112.5,336.6,1.371,804.9,0.00115,0.00033,5,Nguy hiểm
5.41,214.0,329.2,4.797,67.9,0.01329,0.00102,420,Kém
6.71,351.5,308.4,1.669,1116.4,0.00744,0.0007,4797,Nguy hiểm
8.14,143.3,173.1,1.591,195.1,0.00046,0.00142,12,Tốt
7.6,654.0,478.6,4.74,535.1,0.04016,0.00098,16,Kém
8.0,178.9,451.3,0.381,74.4,0.0053,0.01416,74,Nguy hiểm
7.61,127.0,199.7,1.911,204.9,0.00753,0.00049,24,Tốt
7.65,145.2,106.6,1.327,196.4,0.00239,0.00147,8,Tốt
6.03,397.5,418.3,1.931,207.7,0.09577,0.04384,18,Nguy hiểm
7.05,614.7,214.7,1.927,761.4,0.04444,0.00073,373,Kém
6.94,108.9,1964.6,1.257,81.7,0.00428,0.00776,734,Kém
7.95,178.9,269.4,1.098,160.6,0.01129,0.00115,177,Trung bình
7.14,121.9,260.5,1.737,49.7,0.00639,0.00047,3,Tốt
7.4,166.1,359.5,1.984,76.0,0.00499,0.00046,9,Tốt
6.9,137.6,92.8,0.687,169.5,0.01416,0.00314,89,Trung bình
7.96,103.3,157.9,1.623,105.0,0.00142,0.00146,21,Tốt
5.39,582.8,1904.0,0.392,175.6,0.00098,0.00075,742,Kém
7.41,191.7,884.3,0.893,52.3,0.00253,0.00067,114,Trung bình
11.48,202.6,213.3,1.681,195.5,0.00065,0.00018,1254,Nguy hiểm
6.74,145.4,2581.1,0.046,1336.4,3e-05,0.00082,98,Nguy hiểm
6.9,208.6,317.0,1.639,179.1,0.00465,0.0002,5,Tốt
6.87,668.3,1629.0,0.83,677.8,0.00522,0.00079,379,Kém
7.63,201.5,329.0,1.105,159.7,0.00613,0.0014,6,Tốt
7.87,376.5,951.6,0.64,128.2,0.00675,4e-05,109,Trung bình
7.23,533.2,821.7,0.4,129.4,0.00701,0.00611,305,Kém
6.88,205.1,124.3,0.651,100.1,0.00135,0.00014,16,Tốt
7.34,124.9,418.8,0.482,147.1,0.00417,0.0,5,Tốt
6.72,84.6,218.9,1.453,62.9,0.00112,0.00034,11,Tốt
8.66,192.5,228.4,1.102,109.0,0.01125,0.00093,9,Trung bình
6.98,206.6,337.0,1.217,110.1,0.00661,0.00133,2,Tốt
6.92,994.9,150.4,1.348,292.9,0.14798,0.00013,3765,Nguy hiểm
7.45,195.1,893.2,0.077,200.0,0.00297,0.00064,137,Trung bình
8.18,176.2,463.0,3.777,64.7,0.00544,0.00351,17,Trung bình
11.93,832.4,310.5,8.013,217.7,0.00786,0.0008,25,Nguy hiểm
7.94,340.2,494.9,1.346,409.8,0.00441,7e-05,15,Trung bình
7.36,177.4,972.0,1.905,218.5,0.01402,0.00032,116,Trung bình
7.05,173.8,198.3,0.577,358.1,0.00542,0.00247,7,Trung bình
6.32,206.5,301.6,1.403,337.2,0.00777,0.00279,24,Trung bình
8.01,206.7,477.4,1.197,77.5,0.0004,0.00137,4,Tốt
7.28,211.3,1086.5,1.485,148.6,0.00521,0.00336,18,Trung bình
7.66,85.0,257.1,0.507,68.6,0.00342,0.00027,10,Tốt
8.07,174.5,130.2,1.165,55.1,0.00533,0.00078,7,Tốt
3.88,141.3,456.4,5.355,1212.3,0.01107,0.00132,10,Nguy hiểm
7.6,81.9,1863.4,0.501,180.5,0.03932,0.00787,2,Kém
7.54,130.3,714.3,1.166,173.4,0.00619,0.00297,81,Trung bình
8.93,382.2,82.7,4.345,1091.4,0.00157,0.00134,15,Nguy hiểm
6.04,125.1,802.5,1.837,98.6,0.00269,0.00107,20,Trung bình
8.04,629.2,330.9,4.212,282.3,0.00236,0.00625,390,Kém
9.74,151.7,2169.6,0.861,533.4,0.00129,0.00813,21,Kém
8.15,403.6,230.4,0.612,51.2,0.00563,0.02747,23,Nguy hiểm
6.07,149.6,154.5,5.883,589.8,0.00173,0.00099,15,Nguy hiểm
7.66,195.2,489.6,1.186,190.5,0.00149,0.00035,1,Tốt
7.0,206.5,1720.2,6.88,77.9,0.00564,0.00078,831,Nguy hiểm
6.91,211.0,1025.5,1.038,286.1,0.00044,0.00032,156,Trung bình
8.57,133.4,84.8,9.038,1211.6,0.00287,0.00307,6,Nguy hiểm
7.7,125.4,1025.9,1.075,386.1,0.00562,0.00089,146,Trung bình
7.38,142.7,429.1,0.928,215.9,0.00288,0.00084,18,Tốt
6.97,96.2,139.8,0.878,142.8,0.00612,0.00114,19,Tốt
5.11,622.4,324.0,1.527,669.8,0.00462,0.00562,166,Kém
8.05,312.6,213.3,0.783,269.9,0.00746,0.00051,20,Trung bình
8.03,92.4,122.5,1.656,187.3,0.00358,0.00063,3,Tốt
8.12,641.8,311.9,4.818,534.5,0.00195,0.00504,16,Kém
7.97,183.0,277.1,0.034,106.0,0.01087,0.00046,1,Trung bình
5.43,328.1,197.7,1.199,1086.2,0.00194,0.00134,11,Nguy hiểm
11.34,139.6,253.2,1.335,115.1,0.01983,0.00237,5,Nguy hiểm
6.86,138.1,379.5,0.069,342.4,0.00607,0.00048,162,Trung bình
6.81,100.5,392.6,1.718,165.4,0.04026,0.00835,213,Kém
7.65,635.7,1737.8,1.774,173.1,0.03637,0.00012,9,Kém
6.9,90.6,438.7,1.249,82.9,0.00641,0.00145,3,Tốt
6.43,106.8,247.5,0.633,180.3,0.01272,0.0005,163,Trung bình
8.71,394.3,469.6,1.651,42.7,0.00629,0.00319,8,Trung bình
7.81,90.2,499.2,0.818,101.9,0.00107,0.0,9,Tốt
8.1,133.8,870.7,1.445,63.5,0.01175,0.0037,3,Trung bình
7.52,162.0,81.3,0.777,202.4,0.00073,0.0008,22,Tốt
7.84,159.7,2895.7,1.49,1277.5,0.00244,0.00093,818,Nguy hiểm
11.16,425.4,368.5,4.596,84.9,0.003,0.00634,15,Nguy hiểm
7.48,189.4,343.9,3.835,158.9,0.01282,0.00135,7,Trung bình
7.7,107.7,184.5,4.5,178.1,0.0064,0.00104,2770,Nguy hiểm
3.58,133.0,1970.6,1.45,170.1,0.0162,0.04936,15,Nguy hiểm
5.12,559.5,93.2,1.368,100.2,6e-05,0.00053,889,Kém
6.38,212.3,320.7,1.37,143.4,0.0059,0.0011,127,Trung bình
11.64,353.9,2055.4,7.316,118.8,0.00352,0.00111,4,Nguy hiểm
7.24,213.4,786.3,1.458,42.0,0.00336,0.00053,141,Trung bình
7.6,195.2,399.9,1.917,175.5,0.00052,0.00042,21,Tốt
7.05,611.0,398.5,4.564,643.9,0.01447,0.00093,5,Kém
11.45,192.6,364.1,0.508,72.1,0.00126,0.00052,1219,Nguy hiểm
7.7,130.7,181.4,5.731,42.9,0.00041,0.02466,391,Nguy hiểm
7.5,212.3,1550.0,0.758,168.6,0.03602,0.0025,342,Kém
6.96,93.9,375.4,1.063,151.2,0.08465,0.00025,1499,Nguy hiểm
5.41,127.0,454.0,6.968,166.0,0.00025,0.04301,1981,Nguy hiểm
7.69,90.7,256.2,0.57,97.5,0.00274,0.00053,14,Tốt
7.64,516.5,144.5,0.912,146.1,0.04392,0.00618,786,Kém
7.34,129.2,230.0,1.791,97.5,0.00064,0.00221,126,Trung bình
7.91,100.6,310.4,1.761,187.8,0.00257,0.0,20,Tốt
8.16,383.3,282.9,4.735,99.1,0.00426,0.01717,1391,Nguy hiểm
6.88,413.3,109.7,0.943,213.6,0.01159,0.00028,16,Trung bình
7.33,632.2,1625.5,1.159,154.3,0.00084,0.00062,452,Kém
7.09,201.6,458.9,1.778,134.3,0.00629,0.00078,1,Tốt
7.33,165.6,247.5,1.634,120.3,0.00235,0.00134,14,Tốt
9.93,540.5,342.0,4.34,151.8,0.00089,0.00592,5,Kém
7.06,171.8,2946.3,1.389,1301.7,0.00385,0.00373,12,Nguy hiểm
7.31,901.8,277.1,1.836,60.1,0.17751,0.0066,1638,Nguy hiểm
7.26,421.8,1081.3,1.147,85.2,0.00199,0.00077,25,Trung bình
3.77,837.0,237.3,1.967,1267.1,0.00074,4e-05,3808,Nguy hiểm
8.03,404.1,237.4,1.743,60.0,0.00154,0.00225,8,Trung bình
7.82,656.6,1714.2,1.277,709.6,0.03899,0.00053,2,Kém
8.13,191.7,420.9,0.632,95.5,0.00741,0.00077,24,Tốt
8.11,192.0,440.2,0.664,123.2,0.00334,0.00082,11,Tốt
3.52,151.8,399.3,1.631,1275.9,0.00341,0.00015,3983,Nguy hiểm
4.28,170.8,332.7,1.079,146.5,0.00275,0.001,3506,Nguy hiểm
6.07,325.3,412.3,0.999,49.1,0.01305,0.00035,25,Trung bình
4.69,81.4,319.0,1.698,191.9,0.05808,0.00055,6,Nguy hiểm
4.08,131.9,359.1,8.934,93.8,0.00727,0.00125,17,Nguy hiểm
7.2,120.5,262.7,0.533,195.4,0.0009,0.00124,5,Tốt
8.96,420.0,910.4,0.312,129.4,0.007,0.00084,1579,Nguy hiểm
7.25,100.7,422.6,0.041,326.7,0.00238,0.0012,126,Trung bình
7.39,423.2,948.4,0.485,144.1,0.00578,0.00046,6,Trung bình
9.64,316.6,182.4,1.233,829.3,0.02578,0.00138,734,Kém
7.98,158.4,106.7,1.769,115.8,0.01213,0.00272,10,Trung bình
7.26,149.9,301.6,1.295,210.6,0.00489,0.00068,2,Tốt
7.72,153.4,934.4,3.543,260.7,0.00602,0.00071,6,Trung bình
10.29,113.2,450.8,0.553,53.1,0.02736,0.00774,57,Kém
11.5,94.3,988.1,3.563,1272.2,0.00321,0.00075,6,Nguy hiểm
7.83,87.9,375.4,0.506,168.2,0.00036,0.00093,18,Tốt
7.8,108.5,822.1,9.492,297.1,0.02162,0.00101,21,Nguy hiểm
5.4,84.5,2099.9,4.774,301.3,0.00329,0.00112,714,Kém
7.24,217.5,914.0,1.674,318.6,0.00373,0.00065,9,Trung bình
8.06,186.6,381.6,1.283,184.1,0.00353,0.00141,16,Tốt
7.61,110.2,282.6,1.33,94.5,0.00555,0.00105,6,Tốt
5.44,632.2,3098.1,0.666,100.0,0.08253,0.00129,22,Nguy hiểm
8.16,186.3,143.3,1.87,163.4,0.00709,0.00071,1,Tốt
5.42,666.3,124.4,1.47,617.2,4e-05,0.00805,0,Kém
8.08,628.0,1606.5,4.33,116.5,0.03565,0.00075,21,Kém
10.3,702.7,1607.4,4.574,185.7,0.00432,0.00104,13,Kém
5.16,214.7,277.1,4.286,71.8,0.00714,0.00368,411,Kém
7.99,117.9,303.2,0.996,201.5,0.004,0.00142,21,Tốt
5.26,107.8,179.7,1.019,521.9,0.04489,0.00538,3,Kém
5.16,210.5,391.1,0.932,62.5,0.01926,0.0011,483,Kém
7.59,98.0,283.1,0.869,116.9,0.00739,0.0004,22,Tốt
11.87,646.6,955.2,1.494,1170.7,0.00328,0.00033,3,Nguy hiểm
10.82,701.2,2070.2,1.191,196.5,0.01268,0.00121,17,Nguy hiểm
5.15,175.6,307.2,0.364,163.1,0.13444,0.00032,7,Nguy hiểm
7.52,101.9,449.7,1.132,42.5,0.00162,0.00091,22,Tốt
4.61,361.1,2550.0,0.03,186.2,0.00635,0.00127,21,Nguy hiểm
7.05,167.5,445.4,1.281,126.4,0.0025,7e-05,7,Tốt
8.01,137.4,123.6,1.509,282.9,0.00193,0.00141,55,Trung bình
7.6,173.6,791.5,1.285,89.9,0.0134,0.00301,15,Trung bình
7.02,381.4,421.2,4.251,180.3,0.01701,0.0004,843,Kém
8.03,129.2,219.3,1.92,80.1,0.00689,0.00055,12,Tốt
6.86,90.6,1004.0,1.166,52.3,0.01314,0.00133,107,Trung bình
7.46,643.7,1894.9,1.516,735.4,0.00516,0.00051,18,Kém
8.06,172.1,153.1,1.86,194.8,0.00565,0.00029,16,Tốt
6.9,679.3,1601.6,4.901,68.2,0.00622,0.00813,12,Kém
6.94,156.6,97.4,1.129,200.9,0.00395,0.00118,25,Tốt
6.96,549.0,434.5,1.429,165.8,0.04424,0.00075,442,Kém
6.86,130.8,234.7,1.501,1199.3,0.01313,0.00144,1341,Nguy hiểm
6.97,166.6,3037.6,1.168,165.4,0.02429,0.01547,124,Nguy hiểm
6.92,171.6,431.9,0.761,176.7,0.00386,0.00058,25,Tốt
7.79,182.6,169.0,1.564,191.0,0.00589,0.00097,23,Tốt
7.34,91.2,896.7,1.283,282.2,0.01126,0.00078,6,Trung bình
5.1,213.6,173.1,0.875,614.1,0.00291,0.00882,22,Kém
7.06,100.5,184.1,0.624,152.6,0.00234,0.00058,15,Tốt
7.97,105.4,203.3,3.234,308.1,0.00212,0.00013,10,Trung bình
8.98,86.2,456.4,1.23,339.2,0.00559,0.00268,13,Trung bình
6.78,161.2,1065.9,0.077,282.5,0.00201,0.0004,11,Trung bình
7.09,391.7,316.9,0.058,197.3,0.00254,0.00073,24,Trung bình
9.84,159.5,1632.5,1.118,75.5,0.01314,0.00055,790,Kém
7.04,210.5,716.5,0.775,341.1,0.01172,0.00141,9,Trung bình
8.04,204.8,471.4,1.415,145.6,0.00308,0.00076,2,Tốt
7.11,145.0,273.9,0.039,332.5,7e-05,0.00034,3,Trung bình
8.68,378.6,406.4,1.461,50.3,0.00233,0.00316,2,Trung bình
7.5,128.9,303.5,1.021,368.9,0.01374,0.0035,16,Trung bình
8.56,909.1,472.9,1.712,1237.0,0.10756,0.00063,16,Nguy hiểm
